recording_id,attack_type,true_label,aasist,rawnet3,wav2vec2,wavlm,num_models_failed,num_models_correct,failed_models,correct_models
fake_common_voice_he_38118876,elevenlabs_fake,1,False,False,False,True,1,3,wavlm,"aasist, rawnet3, wav2vec2"
fake_common_voice_he_38131023,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_38131137,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_38142098,elevenlabs_fake,1,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
fake_common_voice_he_38169218,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_38303149,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_38635203,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_38883689,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_39333460,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_39831250,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_39860884,elevenlabs_fake,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
fake_common_voice_he_41486344,elevenlabs_fake,1,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2007698,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2008755,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2022848,neural_vocoder_autoregressive,1,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2033272,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2043137,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2044296,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2050289,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2056901,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2062225,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2063663,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2064924,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2071914,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2084671,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2086783,neural_vocoder_autoregressive,1,False,False,False,True,1,3,wavlm,"aasist, rawnet3, wav2vec2"
DF_E_2087389,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2098226,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2102761,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2112681,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2124098,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2133198,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2155859,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2156547,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2158113,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2177421,neural_vocoder_autoregressive,1,False,False,True,False,1,3,wav2vec2,"aasist, rawnet3, wavlm"
DF_E_2181684,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2183414,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2184878,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2190922,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2197824,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2198998,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2204855,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2212577,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2222314,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2222408,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2228436,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2229008,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2236371,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2239382,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2239705,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2241080,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2247098,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2259761,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2263851,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2265697,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2267988,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2271585,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2283171,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2284472,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2298385,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2302266,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2302613,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2304717,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2314538,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2320994,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2322689,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2323926,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2325040,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2329861,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2350782,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2362171,neural_vocoder_autoregressive,1,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2362524,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2362525,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2370727,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2372460,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2375833,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2380744,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2389002,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2389556,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2395787,neural_vocoder_autoregressive,1,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2400517,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2400889,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2420087,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2432281,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2439338,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2442288,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2452952,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2455360,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2459846,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2460241,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2460511,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2465656,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2481668,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2506522,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2510639,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2511165,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2511900,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2519321,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2525076,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2533209,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2539794,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2546194,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2546801,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2560752,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2569369,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2570283,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2572849,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2575840,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2581935,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2582216,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2582993,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2583929,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2586727,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2588695,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2588778,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2589191,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2594100,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2594415,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2601631,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2607647,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2609485,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2611629,neural_vocoder_autoregressive,1,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2627599,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2628378,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2648438,neural_vocoder_autoregressive,1,True,False,False,False,1,3,aasist,"rawnet3, wav2vec2, wavlm"
DF_E_2651869,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2653163,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2654068,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2655763,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2662513,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2664134,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2665058,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2675219,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2675675,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2676724,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2677850,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2678534,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
DF_E_2689860,neural_vocoder_autoregressive,1,False,True,False,False,1,3,rawnet3,"aasist, wav2vec2, wavlm"
